장면명,REF 코드,TH 색인,관찰 좌표,등록 시각,마지막 검토,연결 장면,원문 위치,원문 확보,인물,작품명,장면 ID,장면 역할,장면 조건,집필 지시문 없음,집필용 준비,표면 모방 위험,화수
171~172화 · 게임에 없던 물품을 확보한 뒤 전문 감정으로 넘기는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81789b63cac5e62439c1,일기 단서로 찾은 물품은 게임 지식만으로 기능을 확정하지 않는다. 귀속 뒤 현장 반응이 없자 마법사도 판정을 멈추고 도시의 특수 감정가에게 넘긴다.,2026년 8월 5일 오전 2:33,2026년 8월 5일,171화 현실 전용 일기 발견 / 447화 형태가 달라진 익숙한 비약 연구 이관,"82,855~82,925행",Yes,"비요른 얀델, 레이븐",게임 속 바바리안으로 살아남기,SCENE-30,"핵심, 후속",기록이 가리킨 물품을 발견했지만 게임에는 없고 현장 마법 검사로도 기능을 밝힐 수 없음,Yes,대비 포함 준비,중간,171~172화
49화 · 결함이 있는 초행 마법사를 공략 슬롯과 통제 가능성으로 모집하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81bfb47dc8800d164eae,"지원자의 허풍·초행이라는 결함을 확인하고도 마법 슬롯, 낮은 추가 요구, 명령 순응 가능성을 근거로 합격시킨다. ‘동료’라는 호칭과 내부의 통제 계산이 동시에 놓인다.",2026년 8월 5일 오전 2:50,2026년 8월 5일,47화 보호 역할 재설계 / 52~53화 결함 공개 뒤 장기 동행,"22,970~23,005행",Yes,"비요른 얀델, 리올 워브 드왈키, 히쿠로드 무라드",게임 속 바바리안으로 살아남기,SCENE-36,"대비, 선행",상층 탐사에 마법사가 필요하지만 지원자는 허풍이 심하고 미궁 경험이 없음,Yes,대비 포함 준비,높음,49화
52~53화 · 보호 동기를 계기로 각자의 결함과 추방 경험을 공개하고 장기 동행을 말하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81bfb47dc8800d164eae,리더의 실패를 용서한 뒤 구성원들이 영혼수 부재·직업 실패·마법 재능 부족·시기심을 차례로 공개한다. 결함을 숨긴 채 슬롯으로 남지 않고 서로의 장기 동행 의사를 말한다.,2026년 8월 5일 오전 2:50,2026년 8월 5일,52화 리더 실패와 공개 책임 / 173화 성장에 따른 분배권 조정,"24,620~24,767행",Yes,"비요른 얀델, 히쿠로드 무라드, 리올 워브 드왈키, 미샤 칼스타인, 브라운 로트밀러",게임 속 바바리안으로 살아남기,SCENE-38,"핵심, 후속",첫 여정 중 리더의 위험한 행동이 공개적으로 판정됐고 구성원 모두 각자의 열등감과 결함을 숨기고 있음,Yes,대비 포함 준비,높음,52~53화
47화 · 딜러 장비보다 방패를 택해 자신을 동료 보호 역할로 재설계하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81bfb47dc8800d164eae,정수와 상층 파티 조건이 바뀌자 무기 강화보다 심장 방어와 대형 방패를 택한다. 아직 동료는 구하지 않았지만 자기 역할을 먼저 인간 장벽으로 고정한다.,2026년 8월 5일 오전 2:50,2026년 8월 5일,49화 결함 있는 마법사 모집 / 52~53화 팀 위험과 결함 공개,"22,223~22,299행",Yes,비요른 얀델,게임 속 바바리안으로 살아남기,SCENE-35,"선행, 핵심",2인 탐사에서 상층 다인 파티로 전환해야 하며 새 정수 때문에 기존 공격 장비의 효율이 낮아짐,Yes,대비 포함 준비,중간,47화
173화 · 성장한 구성원의 기여도를 반영해 분배권을 다시 조정하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81bfb47dc8800d164eae,정산에서 빚만 남은 구성원의 전투 성장이 확인되자 리더가 먼저 분배율 인상을 제안하고 다른 구성원도 동의한다. 관계의 성장은 경제 권리 변화로 기록된다.,2026년 8월 5일 오전 2:50,2026년 8월 5일,52~53화 결함 공개와 장기 동행 / 447화 공동 전리품과 합류 시기 조정,"83,341~83,417행",Yes,"비요른 얀델, 아이나르, 미샤 칼스타인, 브라운 로트밀러, 레이븐",게임 속 바바리안으로 살아남기,SCENE-39,"대비, 후속",구성원이 낮은 전투력 때문에 낮은 분배율을 받았으나 새 정수로 평균 전력에 도달함,Yes,대비 포함 준비,중간,173화
52화 · 팀원을 모욕한 상대에게 반응한 리더가 전원을 위험에 빠뜨리고 공개 책임을 지는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81bfb47dc8800d164eae,"팀원을 모욕한 강자에게 리더가 폭발하자 주인공이 무기와 행동을 강제로 멈춘다. 안전지대로 빠진 뒤 리더는 변명 없이 사과하고, 동료는 위험 책임과 보호 동기를 분리해 판정한다.",2026년 8월 5일 오전 2:50,2026년 8월 5일,49화 기능 슬롯 모집 / 52~53화 결함 공개와 장기 동행,"24,480~24,619행",Yes,"비요른 얀델, 히쿠로드 무라드, 리올 워브 드왈키, 브라운 로트밀러, 미샤 칼스타인, 드자르위 클랜",게임 속 바바리안으로 살아남기,SCENE-37,"실패, 핵심",상대 전력이 압도적인 상황에서 팀원이 공개 모욕을 당하고 팀장이 감정적으로 선공하려 함,Yes,대비 포함 준비,높음,52화
827화 · 추가 구조를 감상이 아니라 집단 생존 확률과 동료 회수 가능성으로 설명하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81bfb47dc8800d164eae,추가 구조에 반대하는 구성원에게 주인공은 도덕적 명령보다 즉사 구역·인원 규모·정석 방어의 생존 확률을 설명한다. 사람 회수와 자기 생존이 같은 전략으로 결합된다.,2026년 8월 5일 오전 2:51,2026년 8월 5일,825~826화 임시 공동체 편입 / 826~827화 공동체 반례,"382,820~382,967행",Yes,"비요른 얀델, 임시 동행자들",게임 속 바바리안으로 살아남기,SCENE-49,"핵심, 후속",현재 방식으로는 좌석과 위험이 한계에 도달했고 추가 생존자 구조 여부를 집단이 결정해야 함,Yes,대비 포함 준비,중간,827화
175화 · 생존 조언을 멈추고 타인의 마지막 선택을 침해하지 않는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81bfb47dc8800d164eae,주인공은 위험과 생존 가능성을 충분히 설명한 뒤 더는 설득하지 않는다. 상대가 남기로 한 선택을 존중하고 구조 가능성만 열어 둔다.,2026년 8월 5일 오전 2:51,2026년 8월 5일,173화 분배권 조정 / 208화 의견 청취 뒤 최종 결정 책임,"84,555~84,689행",Yes,"비요른 얀델, 외부 인격 A",게임 속 바바리안으로 살아남기,SCENE-40,"대비, 미해결",상대가 치명적 위험을 알면서도 자기 이유로 현장에 남으려 하고 주인공은 강제로 데려갈 수 있음,Yes,대비 포함 준비,중간,175화
825~826화 · 흩어진 동료를 찾기 위해 낙오자를 능력 기준으로 태우며 이동 공동체를 만드는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81bfb47dc8800d164eae,붕괴 중 주인공은 흩어진 동료를 찾으며 만난 낙오자를 구조한다. 구조자는 감상보다 능력·디버프·이동 가능성을 즉시 확인해 임시 공동체로 편입한다.,2026년 8월 5일 오전 2:51,2026년 8월 5일,826~827화 공동체 판단 기준의 반례 / 827화 추가 구조의 생존 논리,"382,140~382,340행",Yes,"비요른 얀델, 메이즈 라이너, 낙오자들",게임 속 바바리안으로 살아남기,SCENE-47,"대비, 후속",차원 붕괴로 동료와 흩어졌고 이동하지 않으면 죽지만 이동 중 다른 생존자를 만남,Yes,대비 포함 준비,높음,825~826화
446화 · 빈 파티 슬롯을 급히 채우지 않고 현재 구성원만 클랜에 등록하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81bfb47dc8800d164eae,결원은 전력 손실로 보이지만 아무나 채우지 않는다. 현재 관계와 검증된 책임을 기준으로 조직을 먼저 등록하고 빈자리는 열린 상태로 둔다.,2026년 8월 5일 오전 2:51,2026년 8월 5일,382~383화 새 소속 인정 / 447화 합류 시기와 전리품 공동 결정,"220,397~220,450행",Yes,"비요른 얀델, 현재 파티 구성원들",게임 속 바바리안으로 살아남기,SCENE-45,"대비, 후속",파티 정원은 비어 있지만 조직 등록 시점이 왔고 즉시 충원할 후보는 검증되지 않음,Yes,대비 포함 준비,중간,446화
208화 · 동료 의견을 들은 뒤 실제 죽음의 책임을 인식하고 최종 합류 결정을 맡는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81bfb47dc8800d164eae,"리더는 구성원에게 위험과 선택지를 공개하고 의견을 듣는다. 마지막 결정은 떠넘기지 않고 직접 내리며, 실패하면 게임 캐릭터가 아니라 실제 사람이 죽는다는 책임을 자각한다.",2026년 8월 5일 오전 2:51,2026년 8월 5일,175화 타인의 마지막 선택 존중 / 211~212화 행동 기준의 새 리더 선택,"101,579~101,713행",Yes,"비요른 얀델, 파티 구성원들",게임 속 바바리안으로 살아남기,SCENE-41,핵심,대규모 위험에 합류할지 결정해야 하고 어느 선택도 구성원의 생명을 보장하지 못함,Yes,대비 포함 준비,높음,208화
382~383화 · 옛 동료가 새 소속을 얻은 사실을 받아들이고 현재 동료를 자동 보호 대상으로 보지 않는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81bfb47dc8800d164eae,재회한 옛 동료는 이미 새 팀과 책임을 얻었다. 주인공은 과거 친밀감을 이유로 자동 복귀를 요구하지 않고 현재 소속과 선택을 먼저 확인한다.,2026년 8월 5일 오전 2:51,2026년 8월 5일,446화 빈 슬롯을 급히 채우지 않는 장면 / 447화 합류 시기 공동 조정,"186,957~187,135행",Yes,"비요른 얀델, 옛 동료 A, 새 동료들",게임 속 바바리안으로 살아남기,SCENE-44,"대비, 미해결, 후속",장기 분리 뒤 재회했지만 옛 동료는 새로운 팀·지위·책임을 얻은 상태임,Yes,대비 포함 준비,중간,382~383화
211~212화 · 버림받은 팀들이 기존 직함보다 위험을 함께 감수할 행동을 기준으로 새 리더를 선택하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81bfb47dc8800d164eae,기존 리더들이 자기 생존을 위해 팀을 버린 뒤 남은 사람들이 위험을 함께 감수한 인물을 중심으로 다시 모인다. 리더십은 직함이 아니라 실제 행동과 집단 선택으로 재배분된다.,2026년 8월 5일 오전 2:51,2026년 8월 5일,208화 최종 결정 책임 / 216화 실패 뒤 선택 책임 정산,"103,615~103,971행",Yes,"비요른 얀델, 버림받은 탐험가들, 기존 팀장들",게임 속 바바리안으로 살아남기,SCENE-42,"핵심, 후속",기존 지휘자들이 구성원을 버렸고 남은 집단은 즉시 새 지휘 체계를 정해야 함,Yes,대비 포함 준비,높음,211~212화
826~827화 · 죽은 동료를 소모품으로 보는 생존자를 구조한 뒤 공동체 판단 기준의 반례로 남기는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81bfb47dc8800d164eae,"주인공은 생존자를 구조하고 능력을 확인하지만, 그가 자신을 지키다 죽은 동료를 쓰레기라 부르자 즉시 불쾌감과 배제 충동을 느낀다. 전력 가치는 공동체 자격과 분리된다.",2026년 8월 5일 오전 2:51,2026년 8월 5일,825~826화 임시 공동체 편입 / 827화 추가 구조의 생존 논리,"382,380~382,640행",Yes,"비요른 얀델, 엘베인 커터, 메이즈 라이너, 사망한 탐험가들",게임 속 바바리안으로 살아남기,SCENE-48,"대비, 실패",유용한 능력을 가진 생존자를 구조했지만 그가 자신을 보호하다 죽은 사람들을 소모품으로 취급함,Yes,대비 포함 준비,높음,826~827화
216화 · 동료를 잃은 구성원이 리더를 원망하지 않고 자신이 선택한 책임까지 되돌려 받는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81bfb47dc8800d164eae,상실 뒤 구성원은 리더에게 책임을 전가하지 않는다. 리더도 위로로 덮지 않고 자신이 내린 결정과 상대가 동의한 선택을 함께 인정한다.,2026년 8월 5일 오전 2:51,2026년 8월 5일,208화 최종 결정 책임 / 211~212화 새 리더 선택,"106,059~106,163행",Yes,"비요른 얀델, 상실한 구성원 A",게임 속 바바리안으로 살아남기,SCENE-43,"미해결, 실패",공동 결정 뒤 실제 사망자가 발생했고 생존한 구성원이 상실을 감당해야 함,Yes,대비 포함 준비,높음,216화
447화 · 공동 전리품의 사용을 집단 결정으로 남기고 각자의 기존 직위에 따라 합류 시기를 조정하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81bfb47dc8800d164eae,강력한 전리품도 리더가 독점 결정하지 않는다. 각자의 기존 직위와 외부 책임을 고려해 사용권과 합류 시기를 함께 조정한다.,2026년 8월 5일 오전 2:51,2026년 8월 5일,173화 분배권 조정 / 446화 빈 슬롯 유지,"220,825~220,889행",Yes,"비요른 얀델, 파티 구성원들",게임 속 바바리안으로 살아남기,SCENE-46,"핵심, 후속",공동 획득한 고가치 전리품과 복수 구성원의 외부 직위·의무가 동시에 존재함,Yes,대비 포함 준비,중간,447화
394~396화 · 무력 시험 뒤 패배자들이 정보·치밀함·결의를 다시 평가해 지휘권을 수용하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae813b9438cd9f8e8120aa,네 명을 상대한 결투 승리 뒤 패배자들은 단순 힘이 아니라 상대 정보 파악·의도적 유인·합리적 부상 교환·끝까지 버티는 결의를 각각 지휘 근거로 재평가한다.,2026년 8월 5일 오전 7:43,2026년 8월 5일,393화 지휘 기준 공개 토론 / 397화 팀 자율과 전체 집결 명령 분리,"192,171~193,237행",Yes,"비요른 얀델(리헨 슈이츠), 멜렌드 카이슬란, 티타나 아쿠라바, 제임스 칼라, 준, 치유사들",게임 속 바바리안으로 살아남기,SCENE-52,"대비, 핵심",4대1 결투가 공개 보장됐지만 무력 승리만으로 지휘 적격을 증명하기에는 부족함,Yes,대비 포함 준비,높음,394~396화
393화 · 통솔·경험·정보·신뢰를 서로 다른 후보가 지휘 기준으로 공개 토론하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae813b9438cd9f8e8120aa,다섯 후보가 각자 통솔력·경험·정보·후원·신뢰를 지휘 자격으로 주장한다. 주인공은 말로 합의하지 않고 실제 시험으로 판정을 넘긴다.,2026년 8월 5일 오전 7:43,2026년 8월 5일,394~396화 실전 결과 뒤 지휘권 수용 / 397화 팀 자율과 전체 명령 분리,"191,881~192,127행",Yes,"비요른 얀델(리헨 슈이츠), 멜렌드 카이슬란, 티타나 아쿠라바, 제임스 칼라, 준, 테르세리온 후작",게임 속 바바리안으로 살아남기,SCENE-51,"대비, 핵심",후원 세력이 다른 다섯 후보가 서른 명 규모 비밀 원정대의 단일 지휘권을 놓고 경쟁함,Yes,대비 포함 준비,높음,393화
503~504화 · 발견 소유권을 유지하면서 살인 증거를 수집해 길드 판단으로 넘기는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae813b9438cd9f8e8120aa,숨은 길을 먼저 찾은 집단의 발견권은 인정한다. 그러나 이를 숨기려 여섯 명을 죽인 정황은 수정구·신분증·증언으로 증거화해 길드의 공적 판단에 넘긴다.,2026년 8월 5일 오전 7:43,2026년 8월 5일,393~397화 원정대 지휘권·자율 구조 / 604~606화 군단 책임 인수와 재편,"247,639~248,015행",Yes,"비요른 얀델, 에르웬, 베르실, 아멜리아, 미샤, 아이나르, 아우옌, 중소 클랜과 희생자들, 탐험가 길드",게임 속 바바리안으로 살아남기,SCENE-54,"대비, 핵심",중소 클랜이 숨은 길을 최초 발견했지만 이를 목격한 여섯 명을 살해한 정황이 있음,Yes,대비 포함 준비,높음,503~504화
