장면명,REF 코드,관찰 좌표,내부 위치,마지막 검토,상태,식별자 비노출,역할 표기,연결 장면,원문 확보,장면 역할,장면 조건,표면 모방 위험
전사 보고가 누적되는 가운데 중심 방어자가 기절해 전열 공백이 발생하는 장면,REF-46,중심 방어 역할의 이탈을 추가 손실과 연결할 수 있도록 시간과 전사 보고를 함께 남긴다.,"558~559화 272,675~272,865행",2026년 8월 5일,준비,Yes,"중심 방어자 A, 후방 집단 B, 지휘관 C",실시간 보고 / 3분간 대량 사망,Yes,"선행, 핵심",후방 보호선이 한 명의 중심 방어자에게 크게 의존함,높음
최고 지휘자 사망 직후 조사 권한을 위임하고 수뇌부 회의를 소집하는 장면,REF-46,정식 승계 전에 현장 조사와 의사결정 기능부터 임시 복구한다.,"604화 292,535~292,665행",2026년 8월 5일,준비,Yes,"현장 지도자 A, 사망한 지휘관 B, 조사 전문가 C, 부지휘자 D",조별 재편 / 승계 투표,Yes,"선행, 핵심",최고 지휘자가 사망하고 조사와 귀환 판단이 동시에 필요함,중간
희귀 자원 투자에 소속 편입 조건을 붙였다가 생존 책임 때문에 철회하는 장면,REF-46,조직 편입권보다 다수 생존이 우선돼 조건을 얻지 못해도 역할 거래를 유지한다.,"69화 32,921~32,967행",2026년 8월 5일,준비,Yes,"외부 후보 A, 자원 보유자 B, 조직 생존자들",후보 검증 / 전위 재구성,Yes,"대비, 후속",자원 보유자가 소속 편입을 요구하지만 양측 모두 생존을 위해 거래가 필요함,높음
기존 사망에도 임무를 속행하고 지휘관이 모든 결과 책임을 인수하는 장면,REF-46,책임 선언이 반드시 보호 윤리가 아니라 임무 지속의 정당화로도 작동한다.,"556~557화 271,700~272,025행",2026년 8월 5일,준비,Yes,"지휘관 A, 수뇌부 B, 현장 전문가 C",실시간 전사 보고 / 전투 후 손실 총계,Yes,"대비, 실패",이미 사망자가 발생했고 다음 전투의 위험도 높지만 중단권이 지휘관에게 있음,높음
중심 방어자 부재 3분과 대량 사망을 연결하고 부상·전사 총계를 분리 보고하는 장면,REF-46,전투 승리보다 특정 기능이 사라진 시간 동안 손실이 얼마나 폭증했는지를 다음 배치 입력값으로 만든다.,"559화 272,905~273,053행",2026년 8월 5일,준비,Yes,"중심 방어자 A, 지휘관 B, 전투 집단",방어자 기절 / 인원 재편 예고,Yes,핵심,역할 이탈 시간과 사망 수를 비교할 수 있음,중간
장기 전투보다 지원 붕괴 뒤 짧은 시간 손실이 더 컸다고 비교하는 장면,REF-46,총 손실만이 아니라 어느 사건 뒤 손실 속도가 급증했는지 비교해 보호 계약과 지원선 붕괴를 원인으로 잡는다.,"67화 32,370~32,420행",2026년 8월 5일,준비,Yes,"대형 조직 A, 보호 대상 집단 B",총 사망·직군 분포 / 역할 공백,Yes,"대비, 선행",대형 전투 중 보호 대상의 폭동으로 지원선과 계약 관계가 무너짐,높음
역할 공백을 채울 후보의 능력을 검증하고 희귀 자원을 한 명에게 집중하는 장면,REF-46,보상 보존보다 집단 생존을 위해 핵심 역할 후보에게 희귀 자원과 지원을 집중한다.,"68~69화 32,755~32,923행",2026년 8월 5일,준비,Yes,"외부 후보 A, 부지휘자 B, 조직 생존자들",수호자 공백 / 소속 조건 철회,Yes,핵심,핵심 역할이 비었고 외부 후보가 능력과 지식을 제시함,높음
경로 역추적이 분기 폭증으로 비효율적임을 확인하고 전체 지도 제작으로 전환하는 장면,REF-46,직접 목표를 쫓는 방법이 탐색 공간을 폭발시키면 전체 공간 모델을 먼저 만든다.,"617화 297,940~298,027행",2026년 8월 5일,준비,Yes,"탐사자 A, 구조 집단 B",최소 병력 / 지도 100% 실패,Yes,핵심,목표 경로가 수백 갈래로 분기됨,중간
한 명씩 구조해 최소 병력을 확보한 뒤 현장 대기·주변 조사·본격 수색을 분업하는 장면,REF-46,구조 인원이 늘어날수록 할 수 있는 행동이 대기에서 조사와 수색으로 확장된다.,"616~617화 297,760~297,931행",2026년 8월 5일,준비,Yes,"구조자 A, 현장 책임자 B, 구조된 동료들",현장 대기 / 지도 제작,Yes,"핵심, 후속",구조자는 소수이고 남은 인원 위치를 모름,높음
공용 지도와 정지된 경로로 숨은 대기실을 찾아 구조하고 변환 후유증을 확인하는 장면,REF-46,구조 성공 뒤에도 일부 능력 이상을 기록해 성공을 새 조사 과제로 연결한다.,"620화 299,095~299,145행",2026년 8월 5일,준비,Yes,"탐사자 A, 구조 집단 B, 실종 동료들",공용 지도 배포 / 후유증 조사,Yes,"핵심, 후속",관제권과 공용 지도를 확보했지만 목표 공간이 숨겨져 있음,높음
별도 관찰자의 출구·벽 홈·열리지 않는 문과 과거 카드를 결합하는 장면,REF-46,독립 수색에서 나온 불완전한 단서들이 합쳐져 시험 가능한 열쇠 가설이 된다.,"617화 298,150~298,221행",2026년 8월 5일,준비,Yes,"탐사자 A, 별도 관찰자 B, 미확인 카드",숨은 공간 가설 / 관제실 발견,Yes,핵심,서로 다른 위치에서 홈·카드·비밀문을 발견했지만 용도를 모름,높음
정신 지배 상태의 동료 한 명을 구출해 사고 구조와 각성 조건을 처음 확인하는 장면,REF-46,전원 구조보다 최초 생존자·증언·각성 방법을 확보해 다음 행동 가능성을 만든다.,"616화 297,400~297,559행",2026년 8월 5일,준비,Yes,"구조자 A, 동료 B, 자동 운반·변환 장치",탐사 과잉 / 레일 파괴 실패,Yes,핵심,동료들이 정신 지배 상태로 한 명씩 위험 장치에 이송됨,높음
관제 장치를 먼 화면부터 시험해 기능을 매핑하고 전 경로 정지·직접 수색을 선택하는 장면,REF-46,실험 위험을 제한하며 기능을 하나씩 확인하고 희생자를 미끼로 쓰는 빠른 방법을 거부한다.,"618화 298,331~298,403행",2026년 8월 5일,준비,Yes,"관제자 A와 B, 생존자 집단",관제실 발견 / 공용 지도 배포,Yes,핵심,장치 기능을 모르며 오조작이 동료에게 치명적일 수 있음,높음
보상 획득과 별개로 공략 실패를 선언하고 놓친 징후·자원 배분을 복기하는 장면,REF-46,결과 일부가 유리해도 정석 목표와 동료 보존 실패를 인정하고 다음 진입에서 확인할 조건을 남긴다.,"604화 292,327~292,505행",2026년 8월 5일,준비,Yes,"공략자 A, 오염된 동료 B, 지원자들",심해 탐사 한계 / 탐사 과잉 반례,Yes,"선행, 핵심",특수 보상은 얻었지만 동료 역할과 정석 공략이 붕괴함,높음
운반 장치 파괴가 자동 수리로 무력화되자 수리 시간 관측과 현장 대기 구조로 바꾸는 장면,REF-46,반복 파괴 대신 시스템 복구 속도를 관측하고 흘러오는 희생자를 안전하게 회수하는 계획으로 전환한다.,"616화 297,600~297,755행",2026년 8월 5일,준비,Yes,"구조자 A, 동료 B, 자동 수리 시스템",첫 구조 / 최소 병력 확보,Yes,"대비, 핵심",위험 운반 장치를 부숴도 자동 수리됨,높음
상공 실패 뒤 높이·환경·복수 목격·흐릿한 기록을 추가하고 자율 조사권을 주는 장면,REF-46,첫 실패에 새 관측 항목과 증거원을 더해 존재 가설을 강화하고 실험 권한을 현장 전문가에게 넘긴다.,"608~609화 294,509~294,619행",2026년 8월 5일,준비,Yes,"지휘자 A, 조사 책임자 B, 조사대 C",심해 한계 / 기록 장치 파손,Yes,핵심,도달은 실패했지만 단일 목격 증언이 남음,높음
심해 탐사에서 도달 한계만 확인하고 같은 방식의 재시도를 중단하는 장면,REF-46,도달하지 못한 사실을 실패로 기록하되 새 수단 없이 같은 잠수를 반복하지 않는다.,"608화 294,430~294,487행",2026년 8월 5일,준비,Yes,"지휘자 A, 잠수 조사대 B",실패 복기 / 상공 탐사,Yes,핵심,현재 산소·잠수 능력으로 도달 한계만 확인 가능함,중간
대기 약속을 무시한 탐사자가 위험 장치를 건드려 장기간 의식을 잃는 과잉 탐사 반례,REF-46,새 공간 발견이 곧 진척은 아니며 안전 약속을 깨면 조직의 구조·지휘 능력을 잃을 수 있다.,"614화 296,555~296,880행",2026년 8월 5일,준비,Yes,"탐사자 A, 대기 동료 B, 미확인 장치",실패 인정 / 첫 동료 구조,Yes,"대비, 실패",위험 평가 없이 숨은 공간과 장치를 더 탐색함,높음
지도 100% 완성에도 목표가 없자 지도 전제를 폐기하고 숨은 공간 가설로 전환하는 장면,REF-46,완성 지도의 실패를 목표 부재가 아니라 지도에 잡히지 않는 층이 있다는 증거로 바꾼다.,"617화 297,995~298,039행",2026년 8월 5일,준비,Yes,"탐사자 A, 기억 보조자 B",지도 제작 / 별도 관찰 단서,Yes,"핵심, 후속",가시 공간은 모두 지도화했지만 목표를 찾지 못함,중간
이음새·홈·카드를 결합해 관제실을 발견하고 문 없는 목표 공간 구조를 확인하는 장면,REF-46,지도 밖 공간이 운영 시스템 안의 숨은 목적지라는 사실을 직접 확인한다.,"617~618화 298,225~298,327행",2026년 8월 5일,준비,Yes,"탐사자 A, 관찰자 B, 실종 동료들",별도 관찰 단서 / 관제 기능 매핑,Yes,"핵심, 후속",완성 지도에도 없는 목표와 비밀문 단서가 있음,높음
상공·심해 기록 장치가 충격과 수압으로 파손돼 차세대 장비 요구 사양으로 바뀌는 장면,REF-46,장비 파손 원인을 환경별로 분리해 다음 제작물이 견뎌야 할 조건을 남긴다.,"609~610화 294,703~294,765행",2026년 8월 5일,준비,Yes,"조사 책임자 A, 실험자 집단 B",복수 목격 / 후속 장비 개발,Yes,"핵심, 후속",사람이 직접 접근하기 어려워 기록 장치에 관측을 맡김,높음
정식 공동체 분배 협상에서 생활 책임·현재 전력·특수 노동을 직접 가격화하는 장면,REF-46,친밀감이 아니라 대체 불가능한 역할과 생계 책임이 몫을 주장하는 언어가 된다.,"159화 76,675~76,717행",2026년 8월 5일,준비,Yes,"리더 A, 전문직 B, 길잡이 C, 성장 중 구성원들",재협상 조건 / 최종 계약,Yes,"선행, 핵심",전투력·생활 책임·희소 노동의 가치가 구성원마다 다름,중간
공동 자산의 절반값 제안을 거부하고 약속된 불균등 비율로 부족분을 실제 정산하는 장면,REF-46,계약의 공정성과 별개로 명시된 비율은 종료 뒤 정산에서 실제 강제력을 가진다.,"17화 7,721~7,747행",2026년 8월 5일,준비,Yes,"계약자 A, 계약자 B, 가족 C",임시 계약 / 선제 정산,Yes,"핵심, 후속",가족이 공동 자산의 절반만 지급하려 하지만 기존 계약은 다른 비율임,중간
사망 후 미정산 공동 자산은 생전 규칙대로 나누고 개인 유산은 별도 안건으로 여는 장면,REF-46,생전 노동 계약과 사후 소유권 이전을 같은 분배로 처리하지 않는다.,"312화 154,289~154,365행",2026년 8월 5일,준비,Yes,"부재한 리더 A, 생존 동료들 B",성장 후 균등 분배 / 유산 균등,Yes,"대비, 선행",리더 부재 뒤 마지막 공동 수익과 개인 재산을 각각 정산해야 함,중간
생존 위기와 정보 격차 속에서 종료 시점이 있는 9:1 임시 동료 계약을 맺는 장면,REF-46,"보호·정보·전투력 우위가 극단적 비율을 만들고, 약자의 선택지가 좁아 합의의 자유가 제한된다.","10화 4,143~4,197행",2026년 8월 5일,준비,Yes,"보호자 A, 추격당하는 신입 B",약속 비율 집행 / 미래 균등 계약,Yes,"선행, 핵심",신입은 추격·부상 상태이고 보호자는 정보와 전투력을 제공함,높음
당사자가 남은 자산까지 약속 비율로 선제 정산하고 구조 은혜를 별도 안건으로 남기는 장면,REF-46,경제 계약과 도덕적 보답을 같은 빚으로 합치지 않는다.,"17화 7,819~7,845행",2026년 8월 5일,준비,Yes,계약자 A와 B,비율 집행 / 은혜 보답 협상,Yes,후속,임시 파티가 끝났고 여러 자산과 구조 은혜가 남음,중간
다른 조직이 고정 등급과 내부 쟁탈로 원정 몫을 결정하는 대비 장면,REF-46,개인의 실제 역할 변화보다 조직 등급과 강제 경쟁이 분배권을 결정한다.,"312화 154,481~154,525행",2026년 8월 5일,준비,Yes,"조직장 A, 신규 구성원 B와 C",유산 균등 / 무배당 노동,Yes,대비,조직이 등급별 몫을 고정하고 승급을 내부 경쟁으로만 허용함,높음
일반 자산 비율과 특정 직업의 특수 획득 가산을 분리해 공동체 계약을 확정하는 장면,REF-46,모든 전리품에 한 비율을 쓰지 않고 일반 기여와 희소 노동의 결과물을 별도 계약으로 나눈다.,"159화 76,765~76,805행",2026년 8월 5일,준비,Yes,다섯 구성원과 리더,재협상 조건 / 내부 매입 부담,Yes,"핵심, 후속",일반 전투 기여와 특정 전문직만 가능한 채취·보존 노동이 다름,중간
일반 몫을 받아도 고가 성장 자산 내부 매입 때문에 개인 채무가 늘어나는 장면,REF-46,숫자상 분배율과 선택한 성장 자산 때문에 생기는 실제 순자산을 분리한다.,"173화 83,337~83,383행",2026년 8월 5일,준비,Yes,"성장 자산 흡수자 A, 파티 구성원들",특수 노동 계약 / 성장 후 인상,Yes,"대비, 실패",공동 고가 자산을 한 구성원이 직접 사용해 내부 매입 비용을 부담함,중간
한 사람 몫을 하는 노동자가 정산권 없이 일하고 가족 보호를 대가로 삼는 무배당 반례,REF-46,성장해도 재협상 창구가 없으면 노동 가치는 자기 몫이 아니라 가족 보호용 비공식 담보로 소모된다.,"313화 155,015~155,099행",2026년 8월 5일,준비,Yes,"노동자 A, 가족 B, 조직 팀장 C",고정 등급 분배 / 성장 후 인상 대비,Yes,"대비, 실패",실제 한 사람 몫을 하지만 노동 신분 때문에 정산 청구권이 없음,높음
유산을 다섯 동료에게 같은 비율로 지정해 친밀도 우대보다 공동체 잔존을 선택하는 장면,REF-46,차등 친밀 관계가 있어도 사후 서운함과 파티 해체를 막기 위해 동일 비율을 남긴다.,"312화 154,363~154,405행",2026년 8월 5일,준비,Yes,"사망한 리더 A, 다섯 동료 B",생전 공동 자산 정산 / 고정 등급 대비,Yes,"핵심, 후속",동료별 친밀도와 생활 관계가 달라 차등 유산이 예상됨,중간
높은 몫 요구를 현재 팀 수준과 비교하고 성장 뒤 재협상 조건으로 바꾸는 장면,REF-46,현재 기여 차이를 인정하되 최초 비율을 신분처럼 고정하지 않고 역할 변화 시 다시 연다.,"159화 76,717~76,765행",2026년 8월 5일,준비,Yes,"리더 A, 전문직 B, 성장 중 구성원 C와 D",노동 가격화 / 성장 후 인상,Yes,핵심,현재 기여는 불균등하지만 약한 구성원의 성장 가능성이 높음,중간
임시 계약 종료 뒤 후속 도움 약속과 장기 균등 계약을 분리해 제안하는 장면,REF-46,현재 빚을 이용한 도움 약속과 이후 장기 동료 관계를 같은 강제 계약으로 묶지 않는다.,"17화 7,661~7,697행",2026년 8월 5일,준비,Yes,"제안자 A, 신입 B, 가족 C",9:1 임시 계약 / 실제 정산,Yes,"대비, 핵심",임시 동행은 끝났고 공동 자산·후속 도움·장기 관계를 따로 정해야 함,높음
미래 공동 목표에 필요한 장비를 개인 물품에서 제외해 공용으로 지정하는 장면,REF-46,공용 지정에는 막연한 명분이 아니라 구체적 미래 사용 상황을 제시한다.,"202화 99,639~99,653행",2026년 8월 5일,준비,Yes,"리더 A, 정산자 B, 공동체",개인 매입 / 군자금·공용 소재,Yes,"대비, 핵심",개인 사용 가치와 미래 공동 사용 가치가 충돌함,중간
노출 위험이 큰 장비를 재가공 소재로 바꾸고 최종 제작 대상은 공동 판단으로 남기는 장면,REF-46,처분 실무와 최종 사용 결정권을 분리한다.,"447화 220,843~220,857행",2026년 8월 5일,준비,Yes,"지휘자 A, 원정대 B",군자금 위임 / 개인 욕망 보류,Yes,핵심,자산을 그대로 팔기 어렵지만 소재 가치는 높음,높음
개인이 사용할 장비를 내부 가격으로 공동체에서 매입하는 장면,REF-46,물건 점유와 완전한 사유권을 분리하고 개인화 비용을 공동체에 돌려준다.,"202화 99,613~99,631행",2026년 8월 5일,준비,Yes,"구성원 A, 정산자 B, 공동체",용도별 정산 / 희귀 자산 채무,Yes,핵심,공동 자산을 한 사람이 독점 사용하려 함,중간
희귀 보상 출현 뒤 마지막 타격과 선행 작업을 근거로 두 집단이 소유권을 다투는 장면,REF-46,희귀성이 높아지면 관례는 무력·평판·법적 비용의 경쟁으로 흔들린다.,"167화 80,557~80,729행",2026년 8월 5일,준비,Yes,"집단 A, 집단 B, 리더들",관례·위원회 협상 / 내부 처분 논의,Yes,"선행, 핵심",두 집단이 같은 획득 과정에 관여했고 관례가 법처럼 강제되지 않음,높음
리더가 원하는 제작물을 보류하고 공동체가 납득할 사용 이유를 요구하는 장면,REF-46,공용 자산의 개인화는 리더 욕망보다 집단적 정당화를 먼저 요구한다.,"447화 220,853~220,859행",2026년 8월 5일,준비,Yes,"지휘자 A, 원정대 B",재가공 소재 / 후속 공동 결정,Yes,후속,리더가 처분권과 개인 사용 욕망을 동시에 가짐,중간
처분권 집중에 이의가 없어 신뢰와 감시 부재 위험이 함께 드러나는 장면,REF-46,권한 위임은 신뢰를 보여 주지만 정기 보고·감시·거부 절차가 없으면 오용 위험이 남는다.,"447화 220,835~220,841행",2026년 8월 5일,준비,Yes,"지휘자 A, 원정대 B",군자금 위임 / 미확인 통제 절차,Yes,"대비, 미해결",조직이 한 사람에게 처분권을 집중함,낮음
관례·공식 분쟁 절차·평판 비용을 비교해 외부 소유권 충돌을 정리하는 장면,REF-46,법적 승패보다 업계 평판과 장기 거래 비용이 포기 결정을 만든다.,"167화 80,769~80,857행",2026년 8월 5일,준비,Yes,"전문가 A와 B, 두 집단",무력 충돌 직전 / 내부 판매 결정,Yes,핵심,관례 위반이 법적 패배를 자동 보장하지 않음,높음
원정 전리품 처분 실무를 지휘자에게 맡겨 군자금으로 전환하는 장면,REF-46,조직 규모가 커지면 현금화 실무와 처분권이 한 사람에게 위임된다.,"447화 220,825~220,841행",2026년 8월 5일,준비,Yes,"지휘자 A, 원정대 B",권한 집중 위험 / 희귀 소재 공동 결정,Yes,핵심,대량 전리품의 즉시 판매가 위험하고 조직 운영 자금이 필요함,중간
리더도 고가 공동 자산을 개인화하며 비용을 지급하고 부족분을 동료에게 빌리는 장면,REF-46,리더의 사용권도 무료 특권이 아니라 공동체 보상과 개인 채무를 남긴다.,"202화 99,657~99,729행",2026년 8월 5일,준비,Yes,"리더 A, 정산자 B, 동료들",개인 장비 매입 / 내부 매입 채무,Yes,"대비, 실패",리더가 고가 자산을 개인화하지만 현금이 부족함,중간
공동체 소유 확정 뒤 판매와 개인 사용을 논의하고 개인화에 공동체 보상을 붙이는 장면,REF-46,소유권 확정과 실제 사용권 배분을 별도 회의로 처리한다.,"167화 80,885~80,915행",2026년 8월 5일,준비,Yes,"리더 A, 구성원 B, 공동체",외부 분쟁 해결 / 개인 장비 내부 매입,Yes,"핵심, 후속",공동 소유는 확정됐지만 판매와 개인 사용 중 선택해야 함,중간
정산 서류에서 균등 현금·특수 노동 가산·공용 소모품을 분리하는 장면,REF-46,공동 획득물마다 현금화·특수 노동·미래 사용 가치를 다른 줄로 기록한다.,"202화 99,565~99,601행",2026년 8월 5일,준비,Yes,"정산자 A, 공동체 구성원들",개인 장비 내부 매입 / 공용 장비 지정,Yes,핵심,자산마다 용도와 생산 노동이 다름,중간
검토 대기 · 20260805 배치 · 익명 원문 장면 인입 색인,REF-01 · REF-02 · REF-03,03-A 개별 원천 장면 검토 후 익명화,packets source_material / 134개 공통 job_id,,검토 필요,Yes,주인공·동료 A·조직 A 등 역할명만 사용,03-A 원천 장면 인입 색인,No,"대비, 미해결, 실패, 오해, 이탈, 핵심",원천 장면의 실제 위치·인물·전후 맥락 확인 후 생성,높음
